name,path,xsec
FT1_7.00E-12,/x5/cms/jwkim/Generator/aQGC_reweight/13TeV/store/roots/FT1_7_12*.root,3.61853E-02
FT1_8.00E-12,/x5/cms/jwkim/Generator/aQGC_reweight/13TeV/store/roots/FT1_8_12*.root,3.67363E-02
FT1_1.00E-11,/x5/cms/jwkim/Generator/aQGC_reweight/13TeV/store/roots/FT1_1_11*.root,3.84408E-02
FT1_2.00E-11,/x5/cms/jwkim/Generator/aQGC_reweight/13TeV/store/roots/FT1_2_11*.root,4.94348E-02
FT1_3.00E-11,/x5/cms/jwkim/Generator/aQGC_reweight/13TeV/store/roots/FT1_3_11*.root,6.85944E-02
FT2_1.00E-12,/x5/cms/jwkim/Generator/aQGC_reweight/13TeV/store/roots/FT2_1_12*.root,3.45029E-02
FT2_3.00E-12,/x5/cms/jwkim/Generator/aQGC_reweight/13TeV/store/roots/FT2_3_12*.root,3.46655E-02
FT2_5.00E-12,/x5/cms/jwkim/Generator/aQGC_reweight/13TeV/store/roots/FT2_5_12*.root,3.45614E-02
FT2_7.00E-12,/x5/cms/jwkim/Generator/aQGC_reweight/13TeV/store/roots/FT2_7_12*.root,3.47130E-02
FT2_1.00E-11,/x5/cms/jwkim/Generator/aQGC_reweight/13TeV/store/roots/FT2_1_11*.root,3.51966E-02
FT2_3.00E-11,/x5/cms/jwkim/Generator/aQGC_reweight/13TeV/store/roots/FT2_3_11*.root,4.16932E-02
FT5_1.00E-12,/x5/cms/jwkim/Generator/aQGC_reweight/13TeV/store/roots/FT5_1_12*.root,3.44814E-02
FT5_3.00E-12,/x5/cms/jwkim/Generator/aQGC_reweight/13TeV/store/roots/FT5_3_12*.root,3.53402E-02
FT5_5.00E-12,/x5/cms/jwkim/Generator/aQGC_reweight/13TeV/store/roots/FT5_5_12*.root,3.73127E-02
FT5_7.00E-12,/x5/cms/jwkim/Generator/aQGC_reweight/13TeV/store/roots/FT5_7_12*.root,4.00901E-02
FT6_1.00E-12,/x5/cms/jwkim/Generator/aQGC_reweight/13TeV/store/roots/FT6_1_12*.root,3.44303E-02
FT6_3.00E-12,/x5/cms/jwkim/Generator/aQGC_reweight/13TeV/store/roots/FT6_3_12*.root,3.48860E-02
FT6_5.00E-12,/x5/cms/jwkim/Generator/aQGC_reweight/13TeV/store/roots/FT6_5_12*.root,3.58297E-02
FT7_1.00E-12,/x5/cms/jwkim/Generator/aQGC_reweight/13TeV/store/roots/FT7_1_12*.root,3.45031E-02
FT7_3.00E-12,/x5/cms/jwkim/Generator/aQGC_reweight/13TeV/store/roots/FT7_3_12*.root,3.44992E-02
FT7_5.00E-12,/x5/cms/jwkim/Generator/aQGC_reweight/13TeV/store/roots/FT7_5_12*.root,3.46321E-02
FT7_7.00E-12,/x5/cms/jwkim/Generator/aQGC_reweight/13TeV/store/roots/FT7_7_12*.root,3.51527E-02
FT7_1.00E-11,/x5/cms/jwkim/Generator/aQGC_reweight/13TeV/store/roots/FT7_1_11*.root,3.58184E-02
FT7_3.00E-11,/x5/cms/jwkim/Generator/aQGC_reweight/13TeV/store/roots/FT7_3_11*.root,4.76174E-02
